STRING ID,ENGLISH,SIMPLIFIED CHINESE / 简体中文,RUSSIAN / РУССКИЙ,SPANISH / ESPAÑOL,PORTUGUESE / PORTUGUÊS (BR),GERMAN / DEUTSCH,KOREAN / 한국어,JAPANESE / 日本語,FRENCH / FRANÇAIS,POLISH / POLSKI,TRADITIONAL CHINESE / 繁体中文,TURKISH / TÜRKÇE
MENU_DIFFICULTY_MEDIUM,Medium,中等,Средне,Intermedio,Médio,Mittel,보통,普通,Moyen,Średni,中等,Orta
MENU_DIFFICULTY_VERY_EASY,Very Easy,非常简单,Очень просто,Muy fácil,Muito Fácil,Sehr einfach,매우 쉬움,とても易しい,Très facile,Bardzo łatwy,非常簡單,Çok Kolay
MENU_DIFFICULTY_VERY_HARD,Very Hard,非常困难,Очень сложно,Muy difícil,Muito Difícil,Sehr schwer,매우 어려움,とても難しい,Très difficile,Bardzo trudny,非常困難,Çok Zor
MENU_DIR_DOWN,Down,下,Вниз,Abajo,Abaixo,Unten,아래,下,Bas,Dół,下,Aşağı
MENU_DIR_LEFT,Left,左,Влево,Izquierda,Esquerda,Links,왼쪽,左,Gauche,Lewo,左,Sol
MENU_DIR_RIGHT,Right,右,Вправо,Derecha,Direita,Rechts,오른쪽,右,Droite,Prawo,右,Sağ
MENU_DIR_UP,Up,上,Вверх,Arriba,Acima,Oben,위,上,Haut,Góra,上,Yukarı
MENU_IO_LOAD,Load,载入,Загрузить,Cargar,Carregar,Laden,불러오기,ロード,Charger,Wczytaj,載入,Yükle
MENU_IO_LOAD_GAME,Load Game,载入游戏,Загрузить игру,Cargar juego,Carregar Jogo,Spiel laden,게임 불러오기,ゲームデータをロード,Charger partie,Wczytaj Grę,載入游戲,Oyunu Yükle
MENU_IO_LOADING,Loading...,正在登录中...,Загрузка…,Cargando...,Carregando…,Lädt...,불러오는 중...,ローディング中…,Chargement...,Wczytywanie...,正在登錄中...,Yükleniyor...
MENU_IO_PLEASE_WAIT,Please wait...,请等待...,Подождите немного...,Por favor espera...,Por favor aguarde…,Bitte warten,잠시만 기다려 주세요,お待ちください…,Veuillez patienter...,Proszę czekać...,請等待...,Lütfen bekleyiniz...
MENU_IO_RESET_SAVE_DATA,Reset save data?,重设已保存数据,Сбросить сохранение?,¿Borrar los datos guardados?,Apagar progresso?,Spielstand zurücksetzen?,저장된 데이터를 초기화할까요?,セーブデータを消去しますか？,Réinitialiser les données ?,Zresetować zapisane dane ?,重設已保存數據,Verileri Sıfırla
MENU_IO_SAVE,Save,保存,Сохранить,Guardar,Salvar,Speichern,저장,セーブ,Sauvegarder,Zapisz,保存,Kaydet
MENU_IO_SAVE_DATA,Save data,保存数据,Сохранения,Guardar partida,Salvar progresso,Spiel speichern,저장된 데이터,セーブデータ,Sauvegarder les données,Zapisz dane,保存數據,Kaydet
MENU_IO_SAVE_GAME,Save Game,保存游戏,Сохранить игру,Guardar juego,Salvar Jogo,Spiel speichern,게임 저장,ゲームデータをセーブ,Sauvegarder partie,Zapisz Grę,保存游戏,Oyunu Kaydet
MENU_IO_SAVING,Saving...,保存中…,Сохранение…,Guardando...,Salvando…,Spiel wird gespeichert...,저장하는 중,セーブ中…,Sauvegarde en cours...,Zapisywanie...,保存中…,Kaydediliyor...
MENU_LABEL_ALL,All,全部,Все,Todos,Todos,Alle,모두,すべて,Tous,Wszystkie,全部,Tümü
MENU_LABEL_AGE,Age,年龄,Возраст,Edad,Idade,Alter,나이,年齢,Âge,Wiek,年齡,Yaş
MENU_LABEL_ARE_YOU_REALLY_SURE,Are you really sure?,你是否确认？,Вы точно уверены?,¿Estás totalmente seguro?,Você tem certeza absoluta?,Bist du wirklich sicher?,정말로 확실합니까?,本当によろしいですか？,Êtes-vous vraiment sûr ?,Naprawdę?,你是否確認？,Gerçekten emin misiniz?
MENU_LABEL_ARE_YOU_SURE,Are you sure?,你确定吗？,Вы уверены?,¿Estás seguro?,Você tem certeza?,Bist du sicher?,확실합니까?,よろしいですか？,Êtes-vous certain ?,Na pewno?,你確定嗎？,Emin misiniz?
MENU_LABEL_BACK,Back,返回,Назад,Volver,Voltar,Zurück,뒤로,戻る,Retour,Wstecz,返回,Geri
MENU_LABEL_BACKGROUND_MUSIC,Background music,背景音乐,Музыка,Música de fondo,Música de fundo,Hintergrundmusik,배경 음악,BGM,Volume du fond sonore,Podkład muzyczny,背景音樂,Arkafon Müziği
MENU_LABEL_CANCEL,Cancel,取消,Отмена,Cancelar,Cancelar,Abbrechen,취소,キャンセル,Annuler,Anuluj,取消,İptal
MENU_LABEL_CLOSE,Close,关闭,Закрыть,Cerrar,Fechar,Schließen,닫기,閉じる,Fermer,Zamknij,關閉,Kapat
MENU_LABEL_CONFIRM_BUTTON,Confirm,确认,Принять,Confirmar,Confirmar,Bestätigen,확인,決定,Confirmer,Zatwierdź,確認,Onayla
MENU_LABEL_CONTINUE,Continue,继续,Продолжить игру,Continuar,Continuar,Fortsetzen,계속,続ける,Continuer,Kontynuuj,繼續,Devam Et
MENU_LABEL_CONTINUE_QUESTION,Continue?,继续？,Продолжить игру?,¿Continuar?,Continuar?,Fortfahren?,계속할까요?,続けますか？,Continuer ?,Kontynuować?,繼續？,Devam edilsin mi?
MENU_LABEL_CREDITS,Credits,致谢,Авторы,Créditos,Créditos,Credits,제작진,クレジット,Remerciements,Twórcy,製作群,Künye
MENU_LABEL_DESKTOP,Exit to Desktop,退出至桌面,Выйти на рабочий стол,Salir al escritorio,Sair para a área de trabalho,Zurück zum Desktop,바탕화면으로 나가기,終了してデスクトップへ戻る,Retourner sur le bureau,Wyjdź do Pulpitu,退出至桌面,Masaüstüne Çıkış
MENU_LABEL_DESKTOP_QUESTION,Exit to Desktop?,退出至桌面？,Выйти на рабочий стол?,¿Salir al escritorio?,Sair para a área de trabalho?,Zum Desktop zurückkehren?,바탕화면으로 나가겠습니까?,終了してデスクトップへ戻りますか？,Retourner sur le bureau ?,Wyjść do Pulpitu?,退出至桌面？,Masaüstüne çıkılsın mı?
MENU_LABEL_DLC,DLC,DLC,Дополнения,DLC,DLC,DLC,DLC,DLC,DLC,DLC,DLC,DLC
MENU_LABEL_DOWNLOAD,Download,下载,Загрузить,Descargar,Baixar,Herunterladen,내려받기,ダウンロード,Télécharger,Pobierz,下載,İndir
MENU_LABEL_DOWNLOADABLE,Downloadable content,下载包,Загружаемый контент,Contenido descargable,Conteúdo adicional,Inhalte zum Herunterladen,다운로드 콘텐츠,ダウンロードコンテンツ,Contenu téléchargeable,Zawartość do pobrania,下載內容,İndirilebilir İçerik
MENU_LABEL_EXIT,Exit,退出,Покинуть,Salir,Sair,Beenden,나가기,終了する,Sortir,Wyjdź,退出,Çıkış
MENU_LABEL_EXIT_QUESTION,Exit?,退出？,Выйти?,¿Salir?,Sair?,Beenden?,나가겠습니까?,終了しますか？,Sortir ?,Wyjść?,退出？,Oyundan çıkılsın mı?
MENU_LABEL_EXTRAS,Extras,演员,Дополнительно,Extras,Extras,Extras,추가 컨텐츠,エキストラ,Extras,Dodatki,演員,Ekstra
MENU_LABEL_FRAMESPERSEC,FPS,FPS,Кадровая частота,FPS,FPS,FPS,FPS,FPS,IPS,FPS,FPS,FPS
MENU_LABEL_GALLERY,Art gallery,艺术馆,Галерея,Galería de arte,Galeria,Kunstgalerie,아트 갤러리,アートギャラリー,Galerie d'art,Galeria,藝術館,Sanat Galerisi
MENU_LABEL_GOODBYE,Goodbye!,再见！,До свидания!,¡Adiós!,Adeus!,Auf Wiedersehen!,안녕히 가세요!,さようなら！,Au revoir !,Do zobaczenia!,再見！,Güle güle!
MENU_LABEL_GRAPHICS,Graphics,图形设置,Графика,Gráficos,Gráficos,Grafik,그래픽,グラフィック,Graphismes,Grafika,圖形設置,Grafikler
MENU_LABEL_IAP,In-app purchase,在应用程序内购买,Внутриигровая покупка,Compra integrada,Compra no aplicativo,In-App-Verkäufe,앱 내 구매,アプリ内購入,Achats intégré,Zakup wewnątrz aplikacji,在應用程序內購買,Oyun içi satın alım
MENU_LABEL_LANGUAGE,Language,语言,Язык,Idioma,Idioma,Sprache,언어,言語,Langue,Jezyk,語言,Dil
MENU_LABEL_LEVEL,Level,级别,Уровень,Nivel,Fase,Level,레벨,ステージ,Niveau,Poziom,級別,Seviye
MENU_LABEL_MAIL,Mail,邮件,Почта,Correo,Correio,Mailbox,메일,メール,Mail,Poczta,郵件,Posta Kutusu
MENU_LABEL_MAINMENU,Main Menu,主界面,Главное меню,Menú principal,Menu Principal,Hauptmenü,메뉴,メインメニュー,Menu principal,Menu Główne,主界面,Ana Menü
MENU_LABEL_MORE,More,更多,Ещё,Más,Mais,Mehr,더 보기,詳細,Plus,Więcej,更多,Daha Fazla
MENU_LABEL_MUSIC,Music,音乐,Музыка,Música,Música,Musik,음악,音楽,Musique,Muzyka,音樂,Müzik
MENU_LABEL_MUSIC_PLAYER,Music Player,音乐播放器,Музыкальный плеер,Reproductor de música,Reprodutor de Música,Musikspieler,음악 재생기,音楽プレーヤー,Lecteur de musique,Odtwarzacz Muzyki,音樂播放器,Müzik Oynatıcı
MENU_LABEL_NEW_GAME,New Game,新游戏,Новая игра,Juego nuevo,Novo Jogo,Neues Spiel,새 게임,新しいゲーム,Nouvelle partie,Nowa Gra,新游戲,Yeni Oyun
MENU_LABEL_NEXT,Next,下一个,След.,Siguiente,Próximo,Weiter,다음,次へ,Suivant,Dalej,下一個,Sonraki
MENU_LABEL_NEXT_TRACK,Next track,下一个曲目,След. трек,Siguiente canción,Próxima música,Nächster Titel,다음 곡,次の曲,Piste suivante,Nastepny utwór,下一個曲目,Sonraki parça
MENU_LABEL_NO,No,否,Нет,No,Não,Nein,아니요,いいえ,Non,Nie,否,Hayır
MENU_LABEL_NO_CAPS,NO,否,НЕТ,NO,NÃO,NEIN,아니요,いいえ,NON,NIE,否,HAYIR
MENU_LABEL_NOPE,Nope,不行,Неа,Nah,Nah,Nö,아니,だめ,Nan,Nie,不行,Yoo
MENU_LABEL_OK,OK,OK,ОК,Ok,Ok,OK,확인,OK,OK,OK,OK,TAMAM
MENU_LABEL_PAUSE,Pause,暂停,Пауза,Pausa,Pausar,Pause,일시 정지,ポーズ,Pause,Pauza,暫停,Durdur
MENU_LABEL_PAUSED,Paused,暂停中,Приостановлено,Pausado,Pausado,Pausiert,일시 정지됨,ポーズ中,En pause,Pauza,暫停中,Durduruldu
MENU_LABEL_PLAY,Play,开始,Играть,Jugar,Jogar,Spielen,플레이,プレイ,Jouer,Zagraj,開始,Oyna
MENU_LABEL_PLAY_AGAIN,Play again,再玩一次,Играть заново,Jugar otra vez,Jogar novamente,Noch einmal spielen,다시 하기,再プレイ,Rejouer,Zagraj jeszcze raz,再玩一次,Tekrar Oyna
MENU_LABEL_PRESS_ANYKEY,Press any key,按下任意键,Нажмите любую клавишу,Pulsa cualquier tecla,Pressione qualquer botão,Drücke eine beliebige Taste,아무 키나 누르세요,いずれかのキーを押す,Appuyez sur une touche,Naciśnij dowolny klawisz,按下任意鍵,Herhangi bir tuşa bas
MENU_LABEL_PRESS_ANYKEY_CONTINUE,Press any key to continue,按下任意键以继续,Нажмите любую клавишу для продолжения,Pulsa cualquier tecla para continuar,Pressione qualquer botão para continuar,Drücke eine beliebige Taste um fortzufahren,계속하려면 아무 키나 누르세요,続けるにはいずれかのキーを押す,Appuyez sur une touche pour continuer,Aby kontynuować naciśnij dowolny klawisz,按下任意鍵以繼續,Devam etmek için herhangi bir tuşa bas
MENU_LABEL_PRESS_START,Press Start,按下开始,Нажмите Start,Pulsa Start,Pressione Start,Start drücken,‘시작’을 누르세요,STARTボタンを押す,Appuyez sur Start,Naciśnij Start,按下開始,Başla'ya bas
MENU_LABEL_PRESS_START_CONTINUE,Press Start to continue,按下开始以继续,Нажмите Start для продолжения,Pulsa Start para continuar,Pressione Start para continuar,Drücke Start um fortzufahren,계속하려면 ‘시작’을 누르세요,続けるにはSTARTボタンを押す,Appuyez sur Start pour continuer,Aby kontynuować naciśnij Start,按下開始以繼續,Devam etmek için Başla'ya bas
MENU_LABEL_PREVIOUS,Previous,返回,Пред.,Anterior,Anterior,Zurück,이전,前へ,Précédent,Wstecz,返回,Önceki
MENU_LABEL_PREVIOUS_TRACK,Previous track,上一曲目,Пред. трек,Canción anterior,Música anterior,Vorheriger Titel,이전 곡,前の曲,Piste précedente,Poprzedni utwór,上一曲目,Önceki parça
MENU_LABEL_PRICE,Price,价钱,Цена,Precio,Preço,Preis,가격,価格,Prix,Cena,價錢,Fiyat
MENU_LABEL_PRICE_FREE,Free,免费,Бесплатно,Gratis,Grátis,Kostenlos,무료,無料,Gratuit,Darmowy,免費,Bedava
MENU_LABEL_PURCHASE,Purchase,购买,Купить,Comprar,Comprar,Kaufen,구매하기,購入,Acheter,Kup,購買,Satın Al
MENU_LABEL_QUIT,Quit,退出,Выход,Cerrar,Sair,Beenden,종료,終了する,Quitter,Wyjdź,退出,Oyunu Kapat
MENU_LABEL_QUIT_CONFIRM,Are you sure you want to quit?,你确定你需要退出吗？,Вы точно хотите выйти?,¿Seguro que quieres salir?,Você tem certeza de que quer sair?,Wirklich beenden?,정말로 종료할까요?,本当に終了しますか？,Êtes-vous certain de vouloir quitter ?,Czy na pewno chcesz wyjść?,你確定你需要退出嗎？,Çıkmak istediğinize emin misiniz?
MENU_LABEL_QUIT_QUESTION,Quit?,退出？,Выйти из игры?,¿Salir?,Sair?,Spiel beenden?,종료할까요?,終了しますか？,Quitter ?,Wyjść?,退出？,Oyun kapatılsın mı?
MENU_LABEL_REPLAY,Replay,重播,Переиграть,Repetir,Replay,Replay,리플레이,リプレイ,Revoir,Replay,重播,Tekrarını İzle
MENU_LABEL_RETURN,Return,返回,Назад,Volver,Retornar,Zurück,돌아가기,戻る,Retour,Powrót,返回,Geri Dön
MENU_LABEL_RETURN_MAIN,Return to Main Menu,返回至主界面,Вернуться в главное меню,Volver al menú principal,Retornar ao Menu Principal,Zurück zum Hauptmenü,메인 메뉴로 돌아가기,メインメニューに戻る,Retourner au menu principal,Powrót do Menu Głównego,返回至主界面,Ana Menü'ye geri dön
MENU_LABEL_RETURN_MAIN_QUESTION,Return to Main Menu?,返回至主界面？,Вернуться в главное меню?,¿Volver al menú principal?,Retornar ao Menu Principal?,Zum Hauptmenü zurückkehren?,메인 메뉴로 돌아갈까요?,メインメニューに戻りますか？,Retourner au menu principal ?,Wrócić do Menu Głównego?,返回至主界面？,Ana Menü'ye geri dönülsün mü?
MENU_LABEL_SHARE,Share,分享,Поделиться,Compartir,Compartilhar,Teilen,공유하기,共有,Partager,Pochwal się,分享,Paylaş
MENU_LABEL_SKIP,Skip,跳过,Пропустить,Saltar,Pular,Replay überspringen,건너뛰기,スキップ,Passer,Pomiń,跳過,Atla
MENU_LABEL_SOUND,Sound,声音,Звук,Sonido,Som,Audio,음향,サウンド,Son,Dźwiek,聲音,Ses
MENU_LABEL_THANK_YOU,Thank you!,谢谢！,Спасибо!,¡Gracias!,Obrigado!,Danke!,감사합니다!,ありがとう！,Merci !,Dziekuję!,謝謝！,Teşekkürler!
MENU_LABEL_UNLOCK,Unlock,开锁,Открыть,Desbloquear,Desbloquear,Freischalten,잠김 해제,アンロック,Déverrouiller,Odblokuj,開鎖,Kilidini Aç
MENU_LABEL_VIDEO,Video,视频设置,Видео,Vídeo,Vídeo,Video,영상,ビデオクオリティ,Vidéo,Jakość Wideo,視頻設置,Video
MENU_LABEL_VOICES,Voices,声音,Голоса,Voces,Vozes,Stimmen,음성,ボイス,Voix,Mowa,聲音,Konuşmalar
MENU_LABEL_WARNING,Warning,注意,Внимание!,Aviso,Aviso,Warnung,경고,警告,Avertissement,Uwaga,注意,Uyarı
MENU_LABEL_WELCOME,Welcome,欢迎,Добро пожаловать,Bienvenido,Bem vindo,Willkommen,환영합니다,ようこそ,Bienvenue,Witaj,歡迎,Hoşgeldiniz
MENU_LABEL_WORLD,World,世界,Мир,Mundo,Mundo,Welt,세계,ワールド,Monde,Świat,世界,Dünya
MENU_LABEL_YEAH,Yeah,好的,Ага,Seh,Uhum,Jo,응,いいよ,Ouais,Tak,好的,Hee
MENU_LABEL_YES,Yes,是,Да,Sí,Sim,Ja,예,はい,Oui,Tak,是,Evet
MENU_LABEL_YES_CAPS,YES,是,ДА,SÍ,SIM,JA,예,はい,OUI,TAK,是,EVET
MENU_LANGUAGE_DIRECTION,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr,ltr
MENU_LANGUAGE_THIS,English,简体中文,Pусский,Español,Português Brasileiro,Deutsch,한국어,日本語,Français,Polski,繁體中文,Türkçe
MENU_LANGUAGE_THIS_EN,English,Simplified Chinese,Russian,Spanish,Portuguese (Brazil),German,Korean,Japanese,French,Polish,Traditional Chinese,Turkish
MENU_LOGIN,Login,登录,Вход,Iniciar sesión,Login,Login,로그인,ログイン,Se connecter,Logowanie,登錄,Giriş
MENU_LOGIN_EMAIL,E-mail,电子邮件,E-Mail,E-mail,E-mail,E-Mail,이메일,Eメール,E-mail,E-mail,電子郵件,E-Mail
MENU_LOGIN_FORGOT,Forgot password,忘记密码,Забыл пароль,Olvidé mi contraseña,Esqueceu sua senha?,Passwort vergessen?,비밀번호를 잊으셨나요?,パスワードを忘れた,Mot de passe oublié,Nie pamiętam hasła,忘記密碼,Şifremi Unuttum
MENU_LOGIN_PASSWORD,Password,密码,Пароль,Contraseña,Senha,Passwort,비밀번호,パスワード,Mot de passe,Hasło,密碼,Şifre
MENU_LOGIN_REGISTER,Register,注册,Регистрация,Registrarse,Registrar,Registrieren,회원 가입,登録,S'inscrire,Rejestracja,注冊,Kayıt Ol
MENU_LOGIN_REMEMBER,Remember?,记住,Запомнить?,¿Recordarme en este dispositivo?,Lembrar?,Auf diesem Gerät merken?,입력 정보 저장,保存しますか？,Se rappeler de moi ?,Nie wylogowuj mnie,記住,Beni Hatırla
MENU_MODE_CHALLENGE,Challenge,挑战,Испытание,Desafío,Desafio,Herausforderung,도전,チャレンジ,Défi,Wyzwanie,挑戰,Meydan Okuma
MENU_MODE_CHALLENGE_MODE,Challenge mode,挑战模式,Режим испытаний,Modo desafío,Modo Desafio,Herausforderungsmodus,도전 모드,チャレンジモード,Mode défi,Wyzwania,挑戰模式,Zorlu Mod
MENU_MODE_COOP,Co-op,合作,Co-op,Co-op,Co-op,Koop,협동,協力,Co-op,Kooperacja,團隊合作,Eşli Oyun
MENU_MODE_COOPERATIVE,Cooperative,合作模式,Совместная игра,Cooperativo,Cooperativo,Koop-Modus,협동 플레이,協力モード,Coopération,Kooperacja,合作模式,Eşli Oyun
MENU_MODE_DEATHMATCH,Deathmatch,死亡竞赛,Бой насмерть,Partida a muerte,Mata-mata,Deathmatch,데스매치,デスマッチ,Match à mort,Deathmatch,死亡競賽,Ölüm Maçı
MENU_MODE_HELP,Help,帮助,Помощь,Ayuda,Ajuda,Hilfe,도움말,ヘルプ,Aide,Pomoc,幫助,Yardım
MENU_MODE_INSTRUCTIONS,Instructions,说明,Инструкции,Instrucciones,Instruções,Anleitung,설명,説明,Instructions,Instrukcje,說明,Yönergeler
MENU_MODE_MULTIPLAYER,Multiplayer,联机模式,Мультиплеер,Multijugador,Multijogador,Mehrspielermodus,멀티플레이,マルチプレイ,Multijoueur,Gra Wieloosobowa,聯機模式,Çok oyuncu
MENU_MODE_MULTIPLAYER_LOCAL,Local Multiplayer,本地联机,Игра по локальной сети,Multijugador local,Multijogador local,Lokaler Mehrspielermodus,로컬 멀티플레이,ローカルマルチプレイ,Multijoueur local,Lokalna Gra Wieloosobowa,本地聯機,Lokal Ağ
MENU_MODE_MULTIPLAYER_ONLINE,Online Multiplayer,在线联机,Сетевая игра (онлайн),Multijugador en línea,Multijogador em rede,Online Mehrspielermodus,온라인 멀티플레이,オンラインマルチプレイ,Multijoueur en ligne,Gra Online,在線聯機,Çevrimiçi
MENU_MODE_PLAY_ONLINE,Play Online,在线游戏,Играть по сети,Jugar en línea,Jogar em rede,Online spielen,온라인으로 플레이,オンラインでプレイ,Jouer en ligne,Graj Online,在線游戲,Çevrimiçi Oyna
MENU_MODE_SINGLEPLAYER,Singleplayer,单人模式,Одиночная игра,Solo,Um jogador,Einzelspielermodus,싱글플레이,シングルプレイ,Solo,Jeden gracz,單人模式,Tek oyuncu
MENU_MODE_TRAINING,Training,训练,Тренировка,Entrenamiento,Treino,Training,트레이닝,トレーニング,Entrainement,Trening,訓練,Eğitim
MENU_MODE_TUTORIAL,Tutorial,教程,Обучение,Tutorial,Tutorial,Tutorial,튜토리얼,チュートリアル,Didacticiel,Wprowadzenie,教程,Eğitim
MENU_MODE_VERSUS,Versus,对抗模式,Поединок,Versus,Versus,Versus,대전 모드,対戦,Versus,Pojedynek,對抗模式,Vs.
MENU_NAME,Name,名称,Имя,Nombre,Nome,Name,이름,名前,Nom,Imię,名稱,İsim
MENU_NAME_FIRST,First Name,名字,Имя,Nombre,Nome,Vorname,이름,名前,Prénom,Imię,名字,Ad
MENU_NAME_LAST,Last Name,姓,Фамилия,Apellidos,Sobrenome,Nachname,성,苗字,Nom de famille,Nazwisko,姓,Soyad
MENU_NAME_USER,Username,用户名,Имя пользователя,Alias de usuario,Usuário,Nickname,아이디,ユーザーネーム,Nom d'utilisateur,Nazwa użytkownika,用戶名,Kullanıcı Adı
MENU_OPTIONS,Options,设置,Настройки,Opciones,Opções,Optionen,설정,設定,Options,Ustawienia,設置,Ayarlar
MENU_OPTIONS_ADVANCEDGRAPHICS,Advanced Graphics,高级图形,Расширенные настройки графики,Gráficos avanzados,Gráficos Avançados,Erweiterte Grafikeinstellungen,고급 그래픽 설정,グラフィック詳細設定,Options graphiques avancées,Zaawansowane Ustawienia Grafiki,高级圖形,Gelişmiş Grafikler
MENU_OPTIONS_ANTIALIASING,Anti-aliasing,抗锯齿,Сглаживание,Anti-aliasing,Antisserrilhamento,Antialiasing,안티에일리어싱,アンチエイリアス,Antialiasing,Antyaliasing,抗锯齿,Kenar Yumuşatma
MENU_OPTIONS_BLOOM,Bloom,高光,Свечение,Bloom,Bloom,Bloom,블룸 효과,ブルーム効果,Bloom,Światło (bloom),高光,Işık Kütlesi
MENU_OPTIONS_CONTROLS,Controls,操作模式,Управление,Controles,Controles,Tastenbelegung,조작 방식,操作方法,Contrôles,Sterowanie,操作模式,Kontroller
MENU_OPTIONS_DIFFICULTY,Difficulty Options,难度设置,Настройки сложности,Opciones de dificultad,Opções de Dificuldade,Schwierigkeitseinstellungen,난이도 설정,難易度設定,Options de difficulté,Ustawienia Trudności,難度設置,Zorluk Ayarları
MENU_OPTIONS_DISPLAY,Display,显示,Экран,Pantalla,Tela,Anzeige,화면 설정,ディスプレイ,Écran,Obraz,顯示,Ekran
MENU_OPTIONS_FIRST_PERSON_VIEW,First Person View,第一人称视角,Вид от 1-го лица,Primera persona,Visão em primeira pessoa,Egoperspektive,1인칭 시점,一人称視点,Vue à la première personne,Widok Pierwszej Osoby,第一人稱視角,Birinci Kişi Görüşü
MENU_OPTIONS_FOV,FOV,视场角,Поле зрения,FOV,Campo de visão (FOV),Sichtfeld,시야각,視野角,Champ de vision,Pole Widzenia,視場角,Görüş Mesafesi
MENU_OPTIONS_FULLSCREEN,Fullscreen,全屏,Во весь экран,Pantalla completa,Tela cheia,Vollbild,전체화면,フルスクリーン,Plein écran,Pełny ekran,全屏,Tam ekran
MENU_OPTIONS_GAMEPLAY,Gameplay Options,游戏设置,Настройки игры,Opciones de juego,Opções de Jogo,Gameplay-Optionen,게임플레이 설정,ゲームプレイ設定,Options de jeu,Ustawienia Gry,游戲設置,Oyun Ayarları
MENU_OPTIONS_GRAPHICS,Graphics Options,图形设置,Настройки графики,Ajustes de vídeo,Opções Gráficas,Grafikeinstellungen,그래픽 설정,グラフィック設定,Options graphiques,Ustawienia Grafiki,圖形設置,Grafik Ayarları
MENU_OPTIONS_HUD,HUD,HUD,Интерфейс,HUD,HUD,Anzeige,HUD,HUD,HUD,HUD,HUD,Gösterge
MENU_OPTIONS_MUSIC_VOLUME,Music volume,音乐音量,Громкость музыки,Volumen de la música,Volume da música,Musiklautstärke,음악 음량,BGM音量 ,Volume de la musique,Głośność muzyki,音樂音量,Müzik Şiddeti
MENU_OPTIONS_NETWORK,Network Options,网络设置,Настройки сети,Opciones de red,Opções de Rede,Netzwerkoptionen,네트워크 설정,ネットワーク設定,Options de réseau,Ustawienia Sieciowe,網絡設置,Bağlantı Ayarları
MENU_OPTIONS_QUALITY,Quality,质量,Качество,Calidad,Qualidade,Qualität,품질,クオリティ,Qualité,Jakość,質量,Kalite
MENU_OPTIONS_RESOLUTION,Resolution,解析度,Разрешение экрана,Resolución,Resolução,Auflösung,해상도,解像度,Résolution,Rozdzielczość,解析度,Çözünürlük
MENU_OPTIONS_SFX_VOLUME,Sound effect volume,音效音量,Громкость эффектов,Volumen de los efectos de sonido,Volume dos efeitos sonoros,Soundeffektlautstärke,효과음 음량,SE音量 ,Volume des effets sonores,Głośność efektów,音效音量,Ses Şiddeti
MENU_OPTIONS_SHADOW,Shadow,影子,Тень,Sombra,Sombra,Schatten,그림자,シャドウ,Ombre,Cień,影子,Gölge
MENU_OPTIONS_SHADOW_PLURAL,Shadows,阴影效果,Тени,Sombras,Sombras,Schatten,그림자,シャドウ,Ombres,Cienie,陰影效果,Gölgeler
MENU_OPTIONS_SIZE,Size,大小,Размер,Tamaño,Tamanho,Größe,크기,サイズ,Taille,Rozmiar,大小,Boyut
MENU_OPTIONS_SOUND,Sound Options,声音设置,Настройки звука,Opciones de sonido,Opções de Som,Audioeinstellungen,소리 설정,サウンド設定,Options sonores,Ustawienia Dźwieku,聲音設置,Ses Ayarları
MENU_OPTIONS_SOUND_VOLUME,Volume,音量,Громкость,Volumen,Volume,Lautstärke,음량,ボリューム,Volume,Głośność,音量,Ses Şiddeti
MENU_OPTIONS_SPLITSCREEN,Splitscreen,分屏,Игра с разделением экрана,Pantalla partida,Tela dividida,Geteilter Bildschirm,분할 화면,画面分割,Écran partagé,Podzielony ekran,分屏,Bölünmüş Ekran
MENU_OPTIONS_THIRD_PERSON_VIEW,Third Person View,第三人称视角,Вид от 3-го лица,Tercera persona,Visão em terceira pessoa,Verfolgerperspektive,3인칭 시점,三人称視点,Vue à la troisième personne,Widok Trzeciej Osoby,第三人稱視角,Üçüncü Kişi Görüşü
MENU_OPTIONS_VIDEO,Video Options,视频设置,Настройки видео,Opciones de vídeo,Opções de Vídeo,Videoeinstellungen,영상 설정,ビデオ設定,Options vidéo,Ustawienia Wideo,視頻設置,Video Ayarları
MENU_OPTIONS_VIDEO_QUALITY,Video Quality,视频质量,Качество,Calidad,Qualidade de Video,Qualität,영상 화질,ビデオクオリティ,Qualité visuelle,Jakość,視頻質量,Video Kalitesi
MENU_OPTIONS_VOICE_VOLUME,Voice volume,声音音量,Громкость голосов,Volumen de las voces,Volume das vozes,Stimmenlautstärke,음성 음량,ボイス音量 ,Volume des voix,Głośność mowy,聲音音量,Konuşma Şiddeti
MENU_OPTIONS_VSYNC,V-sync,垂直同步,Вертикальная синхронизация,V-sync,Vsync,Bildschirmsynchronisation,수직 동기,垂直同期,VSync,Vsync,垂直同步,Dikey Senkronizasyon (Vsync)
MENU_OPTIONS_WINDOWED,Windowed,窗口模式,Оконный режим,Ventana,Janela,Fenstermodus,창 모드,ウィンドウモード,Fenêtré,Okno,窗口模式,Pencere
MENU_OPTIONS_SHADER_DETAIL,Shader detail,光影细节,Детализация шейдеров,Detalles de las sombras,Detalhe do shader,Shader-Detail,셰이더 세부 사항,シェーダーの詳細,Détail des shaders,Detale shadera,Shader 細節,Shader Detayı
